Name,URL,BaseModel,BaseModel,BaseExtractor,Name,URL,BaseModel,BaseModel,BaseExtractor,,50Tokenizer,50TokenizerFast,AdaptiveEmbedding,AudioConfig,AudioForAudioFrameClassification,AudioForCTC,AudioForSequenceClassification,AudioForXVector,AudioModel,AudioPostprocessor,AudioPreprocessor,BaseModel,BaseModel,BaseModelOutput,BasicDecoder,BasicVideoAutoencodingDecoder,CTCTokenizer,ClassificationDecoder,ClassificationPostprocessor,Config,ContextEncoder,ContextEncoderOutput,ContextEncoderTokenizer,ContextEncoderTokenizerFast,DecodeHead,Decoder,DecoderWithLMOutput,DoubleHeadsModel,DoubleHeadsModelOutput,Embedder,Encoder,EncoderBaseModelOutput,EncoderModel,FeatureExtractor,ForAudioFrameClassification,ForCTC,ForCausalImageModeling,ForCausalLM,ForConditionalGeneration,ForDepthEstimation,ForEntityClassification,ForEntityPairClassification,ForEntitySpanClassification,ForImageAndTextRetrieval,ForImageClassification,ForImageClassificationConvProcessing,ForImageClassificationFourier,ForImageClassificationLearned,ForImageClassificationWithTeacher,ForImagesAndTextClassification,ForInstanceSegmentation,ForMaskedImageModeling,ForMaskedLM,ForMultimodalAutoencoding,ForMultipleChoice,ForNextSentencePrediction,ForObjectDetection,ForOpenQA,ForOpticalFlow,ForPreTraining,ForPreTrainingOutput,ForQuestionAnswering,ForQuestionAnsweringOutput,ForQuestionAnsweringSimple,ForRegionToPhraseAlignment,ForSegmentation,ForSemanticSegmentation,ForSequenceClassification,ForTokenClassification,ForVisualReasoning,ForXVector,GPT2Model,ImageCodebook,ImageCodebookConfig,ImageConfig,ImageModel,ImagePreprocessor,KnowledgeAugEncoder,LMHeadModel,MTModel,Model,ModelForAudioClassification,ModelForAudioFrameClassification,ModelForAudioXVector,ModelForCTC,ModelForCausalLM,ModelForImageClassification,ModelForImageSegmentation,ModelForInstanceSegmentation,ModelForMaskedImageModeling,ModelForMaskedLM,ModelForMultipleChoice,ModelForNextSentencePrediction,ModelForObjectDetection,ModelForPreTraining,ModelForQuestionAnswering,ModelForSemanticSegmentation,ModelForSeq2SeqLM,ModelForSequenceClassification,ModelForSpeechSeq2Seq,ModelForTableQuestionAnswering,ModelForTokenClassification,ModelForVision2Seq,ModelOutput,ModelOutputWithPooling,ModelWithLMHead,MultimodalConfig,MultimodalDecoder,MultimodalModel,MultimodalPostprocessor,MultimodalPreprocessor,OneHotPreprocessor,OpticalFlowDecoder,PreTrainedModel,Processor,ProcessorWithLM,ProjectionDecoder,ProjectionPostprocessor,QuestionEncoder,QuestionEncoderTokenizer,QuestionEncoderTokenizerFast,Reader,ReaderTokenizer,ReaderTokenizerFast,RetrievAugLMMarginOutput,Retriever,Scorer,Seq2SeqLMOutput,SequenceForGeneration,Speech2Text2ForCausalLM,Speech2Text2Processor,Speech2Text2Tokenizer,Speech2TextFeatureExtractor,Speech2TextForConditionalGeneration,Speech2TextModel,Speech2TextProcessor,Speech2TextTokenizer,T5Tokenizer,T5TokenizerFast,TapasConfig,TapasForMaskedLM,TapasForQuestionAnswering,TapasForSequenceClassification,TapasModel,TapasTokenizer,TextConfig,TextForCausalLM,TextForMaskedLM,TextForMultipleChoice,TextForQuestionAnswering,TextForSequenceClassification,TextForTokenClassification,TextModel,TextPreprocessor,TokenForGeneration,Tokenizer,TokenizerFast,VisionConfig,VisionForImageClassification,VisionForSemanticSegmentation,VisionModel,WithLMHeadModel
UniSpeech,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/unispeech,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",UniSpeech,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/unispeech,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",True,False,False,False,False,False,False,False,False,False,False,False,"""hf-internal-testing/librispeech_asr_demo""",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UniSpeech-SAT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/unispeech-sat,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",UniSpeech-SAT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/unispeech-sat,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",False,False,False,False,False,False,False,False,False,False,False,False,"""hf-internal-testing/librispeech_asr_demo""",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ViLT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vilt,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,"""hello world""",ViLT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vilt,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,"""hello world""",False,False,False,False,False,False,False,False,False,False,False,False,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vision Encoder Decoder Models,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vision-encoder-decoder,"""my-model""",False,"""my-model""",Vision Encoder Decoder Models,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vision-encoder-decoder,"""my-model""",False,"""my-model""",False,False,False,False,False,False,False,False,False,False,False,False,"""my-model""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VisionTextDualEncoder,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vision-text-dual-encoder,"""my-model""",False,"""vit-bert""",VisionTextDualEncoder,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vision-text-dual-encoder,"""my-model""",False,"""vit-bert""",True,False,False,False,False,False,False,False,False,False,False,False,"""my-model""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vision Transformer (ViT),https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vit,"""huggingface/cats-image""",False,"""test""",Vision Transformer (ViT),https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vit,"""huggingface/cats-image""",False,"""test""",False,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ViTMAE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vit_mae,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,"""facebook/vit-mae-base""",ViTMAE,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/vit_mae,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,"""facebook/vit-mae-base""",True,False,False,False,False,False,False,False,False,False,False,False,"""http://images.cocodataset.org/val2017/000000039769.jpg""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VisualBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/visual_bert,"""uclanlp/visualbert-vqa-coco-pre""",False,"""bert-base-uncased""",VisualBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/visual_bert,"""uclanlp/visualbert-vqa-coco-pre""",False,"""bert-base-uncased""",False,False,False,False,False,False,False,False,False,False,False,False,"""uclanlp/visualbert-vqa-coco-pre""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wav2Vec2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wav2vec2,"""facebook/wav2vec2-base-960h""",False,"""facebook/wav2vec2-base-960h""",Wav2Vec2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wav2vec2,"""facebook/wav2vec2-base-960h""",False,"""facebook/wav2vec2-base-960h""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/wav2vec2-base-960h""",False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wav2Vec2Phoneme,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wav2vec2_phoneme,,False,,Wav2Vec2Phoneme,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wav2vec2_phoneme,,False,,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WavLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wavlm,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",WavLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/wavlm,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",True,False,False,False,False,False,False,False,False,False,False,False,"""hf-internal-testing/librispeech_asr_demo""",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XGLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xglm,"""facebook/xglm-564M""",False,"""facebook/xglm-564M""",XGLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xglm,"""facebook/xglm-564M""",False,"""facebook/xglm-564M""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/xglm-564M""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
XLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm,"""xlm-mlm-en-2048""",False,"""xlm-mlm-en-2048""",XLM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm,"""xlm-mlm-en-2048""",False,"""xlm-mlm-en-2048""",True,False,False,False,False,False,False,False,False,False,False,False,"""xlm-mlm-en-2048""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
XLM-ProphetNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-prophetnet,"""microsoft/xprophetnet-large-wiki100-cased""",False,"""microsoft/xprophetnet-large-wiki100-cased""",XLM-ProphetNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-prophetnet,"""microsoft/xprophetnet-large-wiki100-cased""",False,"""microsoft/xprophetnet-large-wiki100-cased""",False,False,False,False,False,False,False,False,False,False,False,False,"""microsoft/xprophetnet-large-wiki100-cased""",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
XLM-RoBERTa,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-roberta,"""roberta-base""",False,"""roberta-base""",XLM-RoBERTa,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-roberta,"""roberta-base""",False,"""roberta-base""",False,False,False,False,False,False,False,False,False,False,False,False,"""roberta-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
XLM-RoBERTa-XL,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-roberta-xl,"""xlm-roberta-xlarge""",False,"""xlm-roberta-xlarge""",XLM-RoBERTa-XL,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlm-roberta-xl,"""xlm-roberta-xlarge""",False,"""xlm-roberta-xlarge""",False,False,False,False,False,False,False,False,False,False,False,False,"""xlm-roberta-xlarge""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlnet,"""xlnet-base-cased""",False,"""xlnet-base-cased""",XLNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/xlnet,"""xlnet-base-cased""",False,"""xlnet-base-cased""",True,False,False,False,False,False,False,False,False,False,False,False,"""xlnet-base-cased""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
YOLOS,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/yolos,"""huggingface/cats-image""",False,"""test""",YOLOS,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/yolos,"""huggingface/cats-image""",False,"""test""",False,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YOSO,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/yoso,"""uw-madison/yoso-4096""",False,"""uw-madison/yoso-4096""",YOSO,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/yoso,"""uw-madison/yoso-4096""",False,"""uw-madison/yoso-4096""",False,False,False,False,False,False,False,False,False,False,False,False,"""uw-madison/yoso-4096""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
